time,temperature_C,ghi_W_m2,dni_W_m2,dhi_W_m2,wind_speed_m_s,relative_humidity_percent
2020-03-15 13:00:00,4.44,80.0,0.0,80.0,4.28,73.4
2020-03-15 14:00:00,4.33,49.0,0.0,49.0,4.34,76.25
2020-03-15 15:00:00,4.23,66.0,0.0,66.0,4.21,76.25
2020-03-15 16:00:00,3.77,49.0,13.49,47.0,3.31,79.15
2020-03-15 17:00:00,2.83,0.0,-0.0,0.0,2.69,85.4
2020-03-15 18:00:00,2.15,0.0,-0.0,0.0,2.69,88.65
2020-03-15 19:00:00,1.36,0.0,-0.0,0.0,2.69,92.05
2020-03-15 20:00:00,1.25,0.0,-0.0,0.0,2.76,92.05
2020-03-15 21:00:00,1.28,0.0,-0.0,0.0,3.03,92.05
2020-03-15 22:00:00,1.02,0.0,-0.0,0.0,3.1,92.05
2020-03-15 23:00:00,0.68,0.0,-0.0,0.0,2.97,88.55
2020-03-16 00:00:00,0.6,0.0,-0.0,0.0,2.97,92.0
2020-03-16 01:00:00,0.79,0.0,-0.0,0.0,2.83,88.55
2020-03-16 02:00:00,0.54,0.0,-0.0,0.0,2.76,92.0
2020-03-16 03:00:00,0.01,0.0,-0.0,0.0,2.69,92.0
2020-03-16 04:00:00,-0.05,0.0,-0.0,0.0,2.9,92.0
2020-03-16 05:00:00,-0.09,0.0,-0.0,0.0,2.9,92.0
2020-03-16 06:00:00,-0.2,81.0,220.64,51.0,3.38,92.0
2020-03-16 07:00:00,0.85,226.0,409.15,108.0,3.66,85.2
2020-03-16 08:00:00,1.64,390.0,650.08,117.0,3.79,78.95
2020-03-16 09:00:00,2.99,466.0,532.94,188.0,3.72,73.2
2020-03-16 10:00:00,4.65,395.0,173.9,293.0,3.59,65.4
2020-03-16 11:00:00,6.42,575.0,612.9,201.0,3.86,58.55
2020-03-16 12:00:00,7.52,399.0,174.26,296.0,3.79,54.4
2020-03-16 13:00:00,8.08,260.0,39.59,239.0,3.86,52.45
2020-03-16 14:00:00,8.27,104.0,0.0,104.0,3.79,50.6
2020-03-16 15:00:00,7.9,74.0,0.0,74.0,3.38,52.45
2020-03-16 16:00:00,7.43,70.0,71.92,59.0,2.83,56.55
2020-03-16 17:00:00,6.35,0.0,-0.0,0.0,2.48,60.85
2020-03-16 18:00:00,4.69,0.0,-0.0,0.0,2.34,68.0
2020-03-16 19:00:00,3.63,0.0,-0.0,0.0,2.28,76.1
2020-03-16 20:00:00,2.53,0.0,-0.0,0.0,2.21,79.0
2020-03-16 21:00:00,1.32,0.0,-0.0,0.0,2.14,85.25
2020-03-16 22:00:00,0.28,0.0,-0.0,0.0,2.07,88.5
2020-03-16 23:00:00,-0.63,0.0,-0.0,0.0,2.0,91.95
2020-03-17 00:00:00,-1.32,0.0,-0.0,0.0,1.93,91.95
2020-03-17 01:00:00,-1.95,0.0,-0.0,0.0,1.86,95.55
2020-03-17 02:00:00,-2.17,0.0,-0.0,0.0,1.79,91.85
2020-03-17 03:00:00,-2.37,0.0,-0.0,0.0,1.79,91.85
2020-03-17 04:00:00,-2.55,0.0,-0.0,0.0,1.79,95.55
2020-03-17 05:00:00,-2.6,0.0,-0.0,0.0,1.72,95.55
2020-03-17 06:00:00,-1.99,90.0,267.33,52.0,1.52,95.55
2020-03-17 07:00:00,1.12,261.0,611.15,81.0,1.03,85.25
2020-03-17 08:00:00,4.61,417.0,751.24,97.0,0.97,79.2
2020-03-17 09:00:00,6.44,534.0,796.21,114.0,1.1,70.95
2020-03-17 10:00:00,7.77,616.0,842.61,117.0,1.1,63.6
2020-03-17 11:00:00,8.89,645.0,854.33,119.0,1.03,59.15
2020-03-17 12:00:00,9.7,517.0,454.44,246.0,0.83,55.05
2020-03-17 13:00:00,10.22,558.0,855.32,100.0,0.48,53.1
2020-03-17 14:00:00,10.41,428.0,750.16,100.0,0.41,53.1
2020-03-17 15:00:00,10.25,275.0,616.2,85.0,0.9,53.1
2020-03-17 16:00:00,9.49,116.0,431.6,48.0,1.38,59.25
2020-03-17 17:00:00,7.67,0.0,-0.0,0.0,1.86,68.5
2020-03-17 18:00:00,5.64,0.0,-0.0,0.0,1.66,79.35
2020-03-17 19:00:00,6.6,0.0,-0.0,0.0,0.69,65.75
2020-03-17 20:00:00,6.28,0.0,-0.0,0.0,0.28,65.75
2020-03-17 21:00:00,5.62,0.0,-0.0,0.0,1.17,70.8
2020-03-17 22:00:00,1.65,0.0,-0.0,0.0,1.79,78.95
2020-03-17 23:00:00,0.15,0.0,-0.0,0.0,2.0,85.15
2020-03-18 00:00:00,-0.76,0.0,-0.0,0.0,2.0,88.45
2020-03-18 01:00:00,-1.41,0.0,-0.0,0.0,2.07,91.9
2020-03-18 02:00:00,-1.5,0.0,-0.0,0.0,2.14,91.9
2020-03-18 03:00:00,-1.48,0.0,-0.0,0.0,2.28,91.9
2020-03-18 04:00:00,-1.39,0.0,-0.0,0.0,2.34,88.4
2020-03-18 05:00:00,-1.26,0.0,-0.0,0.0,2.41,88.4
2020-03-18 06:00:00,-0.58,91.0,235.96,56.0,2.48,88.45
2020-03-18 07:00:00,2.71,256.0,545.49,92.0,2.62,79.1
2020-03-18 08:00:00,4.64,409.0,694.5,109.0,3.52,76.25
2020-03-18 09:00:00,5.44,530.0,768.74,120.0,4.0,70.8
2020-03-18 10:00:00,6.09,604.0,787.81,133.0,4.07,68.2
2020-03-18 11:00:00,6.68,643.0,835.58,124.0,4.0,65.85
2020-03-18 12:00:00,7.1,489.0,364.05,270.0,4.0,68.4
2020-03-18 13:00:00,7.13,527.0,716.02,140.0,4.0,71.05
2020-03-18 14:00:00,6.78,223.0,54.29,199.0,3.79,71.05
2020-03-18 15:00:00,6.11,81.0,0.0,81.0,3.52,76.5
2020-03-18 16:00:00,5.47,60.0,24.67,56.0,3.17,76.4
2020-03-18 17:00:00,4.85,0.0,-0.0,0.0,2.41,79.3
2020-03-18 18:00:00,4.13,0.0,-0.0,0.0,2.0,85.45
2020-03-18 19:00:00,3.44,0.0,-0.0,0.0,2.0,88.7
2020-03-18 20:00:00,3.19,0.0,-0.0,0.0,1.86,88.7
2020-03-18 21:00:00,3.12,0.0,-0.0,0.0,1.72,88.7
2020-03-18 22:00:00,3.1,0.0,-0.0,0.0,1.52,92.15
2020-03-18 23:00:00,3.01,0.0,-0.0,0.0,1.31,92.15
2020-03-19 00:00:00,3.05,0.0,-0.0,0.0,1.24,92.15
2020-03-19 01:00:00,3.47,0.0,-0.0,0.0,1.24,99.4
2020-03-19 02:00:00,3.46,0.0,-0.0,0.0,1.24,99.4
2020-03-19 03:00:00,3.4,0.0,-0.0,0.0,1.31,99.4
2020-03-19 04:00:00,3.55,0.0,-0.0,0.0,1.45,99.4
2020-03-19 05:00:00,3.51,0.0,-0.0,0.0,1.45,100.0
2020-03-19 06:00:00,3.54,48.0,12.94,46.0,1.93,100.0
2020-03-19 07:00:00,3.46,89.0,0.0,89.0,2.07,100.0
2020-03-19 08:00:00,3.62,132.0,0.0,132.0,2.0,100.0
2020-03-19 09:00:00,3.99,190.0,3.71,188.0,1.79,99.4
2020-03-19 10:00:00,4.89,174.0,0.0,174.0,1.93,88.85
2020-03-19 11:00:00,5.59,315.0,41.5,289.0,2.07,82.4
2020-03-19 12:00:00,6.42,331.0,67.57,290.0,2.41,76.55
2020-03-19 13:00:00,6.54,207.0,7.33,203.0,2.34,76.55
2020-03-19 14:00:00,6.69,221.0,49.23,199.0,2.69,71.05
2020-03-19 15:00:00,6.66,195.0,160.53,144.0,2.62,68.4
2020-03-19 16:00:00,6.24,96.0,173.94,67.0,2.07,70.95
2020-03-19 17:00:00,5.52,0.0,0.0,0.0,1.72,79.35
2020-03-19 18:00:00,4.78,0.0,-0.0,0.0,1.72,79.3
2020-03-19 19:00:00,4.28,0.0,-0.0,0.0,2.07,88.8
2020-03-19 20:00:00,4.07,0.0,-0.0,0.0,2.07,88.75
2020-03-19 21:00:00,3.91,0.0,-0.0,0.0,2.14,88.75
2020-03-19 22:00:00,3.78,0.0,-0.0,0.0,2.28,85.45
2020-03-19 23:00:00,3.82,0.0,-0.0,0.0,2.62,85.45
2020-03-20 00:00:00,3.52,0.0,-0.0,0.0,2.83,85.4
2020-03-20 01:00:00,3.16,0.0,-0.0,0.0,3.03,82.2
2020-03-20 02:00:00,2.84,0.0,-0.0,0.0,3.24,82.2
2020-03-20 03:00:00,2.34,0.0,-0.0,0.0,3.31,85.35
2020-03-20 04:00:00,2.16,0.0,-0.0,0.0,3.59,85.35
2020-03-20 05:00:00,1.97,0.0,-0.0,0.0,3.66,88.65
2020-03-20 06:00:00,2.05,44.0,6.22,43.0,3.66,88.65
2020-03-20 07:00:00,2.7,89.0,0.0,89.0,3.93,85.4
2020-03-20 08:00:00,3.12,114.0,0.0,114.0,4.55,82.2
2020-03-20 09:00:00,3.69,119.0,0.0,119.0,4.83,76.15
2020-03-20 10:00:00,4.18,112.0,0.0,112.0,4.76,73.4
2020-03-20 11:00:00,4.67,90.0,0.0,90.0,4.69,70.7
2020-03-20 12:00:00,5.24,77.0,0.0,77.0,4.76,68.1
2020-03-20 13:00:00,5.43,282.0,50.87,254.0,4.62,70.8
2020-03-20 14:00:00,5.53,88.0,0.0,88.0,4.21,70.8
2020-03-20 15:00:00,5.53,100.0,3.1,99.0,4.62,73.55
2020-03-20 16:00:00,5.31,63.0,23.35,59.0,3.52,76.4
2020-03-20 17:00:00,4.99,0.0,0.0,0.0,3.59,79.3
2020-03-20 18:00:00,4.66,0.0,-0.0,0.0,3.59,79.3
2020-03-20 19:00:00,4.35,0.0,-0.0,0.0,3.86,82.3
2020-03-20 20:00:00,4.32,0.0,-0.0,0.0,3.93,85.5
2020-03-20 21:00:00,4.27,0.0,-0.0,0.0,3.86,85.5
2020-03-20 22:00:00,4.27,0.0,-0.0,0.0,3.66,88.8
2020-03-20 23:00:00,4.2,0.0,-0.0,0.0,3.52,92.2
2020-03-21 00:00:00,4.13,0.0,-0.0,0.0,3.45,95.7
2020-03-21 01:00:00,4.14,0.0,-0.0,0.0,3.45,95.75
2020-03-21 02:00:00,3.92,0.0,-0.0,0.0,3.59,99.4
2020-03-21 03:00:00,3.6,0.0,-0.0,0.0,3.52,99.4
2020-03-21 04:00:00,3.19,0.0,-0.0,0.0,3.45,95.7
2020-03-21 05:00:00,2.96,0.0,0.0,0.0,3.31,95.7
2020-03-21 06:00:00,3.03,68.0,41.95,61.0,3.17,95.7
2020-03-21 07:00:00,3.87,86.0,0.0,86.0,3.38,95.7
2020-03-21 08:00:00,4.58,224.0,51.13,201.0,4.0,92.2
2020-03-21 09:00:00,4.7,212.0,7.26,208.0,3.79,92.25
2020-03-21 10:00:00,5.32,198.0,1.63,197.0,3.38,88.85
2020-03-21 11:00:00,6.31,106.0,0.0,106.0,3.93,79.5
2020-03-21 12:00:00,7.27,123.0,0.0,123.0,4.83,71.15
2020-03-21 13:00:00,7.32,85.0,0.0,85.0,5.03,71.15
2020-03-21 14:00:00,7.25,150.0,2.19,149.0,5.1,68.5
2020-03-21 15:00:00,7.32,78.0,0.0,78.0,5.03,68.5
2020-03-21 16:00:00,6.79,60.0,17.06,57.0,4.0,73.8
2020-03-21 17:00:00,6.12,0.0,0.0,0.0,3.72,79.4
2020-03-21 18:00:00,5.5,0.0,-0.0,0.0,3.93,85.6
2020-03-21 19:00:00,4.81,0.0,-0.0,0.0,4.0,88.85
2020-03-21 20:00:00,4.4,0.0,-0.0,0.0,4.14,92.2
2020-03-21 21:00:00,4.24,0.0,-0.0,0.0,4.0,92.2
2020-03-21 22:00:00,4.09,0.0,-0.0,0.0,4.07,95.7
2020-03-21 23:00:00,3.94,0.0,-0.0,0.0,4.21,95.7
2020-03-22 00:00:00,3.75,0.0,-0.0,0.0,4.14,95.7
2020-03-22 01:00:00,3.6,0.0,-0.0,0.0,4.0,99.4
2020-03-22 02:00:00,3.43,0.0,-0.0,0.0,3.72,99.4
2020-03-22 03:00:00,3.35,0.0,-0.0,0.0,3.59,99.4
2020-03-22 04:00:00,3.24,0.0,-0.0,0.0,3.79,95.7
2020-03-22 05:00:00,3.07,0.0,0.0,0.0,3.72,92.15
2020-03-22 06:00:00,3.04,60.0,17.34,57.0,4.14,92.15
2020-03-22 07:00:00,3.74,124.0,15.38,119.0,2.76,95.7
2020-03-22 08:00:00,4.57,192.0,19.75,183.0,0.0,99.4
2020-03-22 09:00:00,5.38,176.0,0.0,176.0,0.0,95.75
2020-03-22 10:00:00,6.06,122.0,0.0,122.0,3.38,92.3
2020-03-22 11:00:00,6.63,405.0,129.17,322.0,3.03,92.3
2020-03-22 12:00:00,7.14,187.0,0.0,187.0,3.1,89.0
2020-03-22 13:00:00,7.7,50.0,0.0,50.0,3.31,79.7
2020-03-22 14:00:00,7.17,220.0,39.04,202.0,3.31,79.65
2020-03-22 15:00:00,7.09,162.0,57.31,143.0,2.97,82.6
2020-03-22 16:00:00,6.42,89.0,94.27,72.0,2.83,79.5
2020-03-22 17:00:00,5.48,0.0,0.0,0.0,2.07,85.6
2020-03-22 18:00:00,4.59,0.0,-0.0,0.0,1.79,92.2
2020-03-22 19:00:00,3.98,0.0,-0.0,0.0,1.93,92.15
2020-03-22 20:00:00,3.8,0.0,-0.0,0.0,1.79,92.15
2020-03-22 21:00:00,3.34,0.0,-0.0,0.0,1.72,95.7
2020-03-22 22:00:00,3.16,0.0,-0.0,0.0,1.59,95.7
2020-03-22 23:00:00,2.93,0.0,-0.0,0.0,1.52,92.15
2020-03-23 00:00:00,2.55,0.0,-0.0,0.0,1.59,95.7
2020-03-23 01:00:00,2.68,0.0,-0.0,0.0,1.59,92.15
2020-03-23 02:00:00,2.85,0.0,-0.0,0.0,1.59,92.15
2020-03-23 03:00:00,2.92,0.0,-0.0,0.0,1.52,95.7
2020-03-23 04:00:00,2.98,0.0,-0.0,0.0,1.52,95.7
2020-03-23 05:00:00,2.74,0.0,0.0,0.0,1.45,95.7
2020-03-23 06:00:00,2.92,126.0,351.54,63.0,1.45,95.7
2020-03-23 07:00:00,3.83,142.0,30.21,132.0,2.21,95.7
2020-03-23 08:00:00,4.64,275.0,119.13,220.0,2.21,92.2
2020-03-23 09:00:00,5.49,291.0,53.37,261.0,2.62,82.4
2020-03-23 10:00:00,6.41,393.0,127.87,313.0,2.9,70.95
2020-03-23 11:00:00,7.21,91.0,0.0,91.0,3.38,63.5
2020-03-23 12:00:00,7.37,161.0,0.0,161.0,3.72,63.5
2020-03-23 13:00:00,7.22,113.0,0.0,113.0,4.0,65.95
2020-03-23 14:00:00,7.0,110.0,0.0,110.0,4.14,65.85
2020-03-23 15:00:00,6.54,71.0,0.0,71.0,3.79,70.95
2020-03-23 16:00:00,5.7,63.0,16.23,60.0,2.97,76.5
2020-03-23 17:00:00,5.03,0.0,0.0,0.0,2.83,82.35
2020-03-23 18:00:00,4.21,0.0,-0.0,0.0,2.62,85.5
2020-03-23 19:00:00,3.88,0.0,-0.0,0.0,2.41,85.45
2020-03-23 20:00:00,3.7,0.0,-0.0,0.0,2.28,85.45
2020-03-23 21:00:00,3.32,0.0,-0.0,0.0,2.21,88.7
2020-03-23 22:00:00,2.95,0.0,-0.0,0.0,2.14,88.7
2020-03-23 23:00:00,2.74,0.0,-0.0,0.0,2.0,88.7
2020-03-24 00:00:00,2.38,0.0,-0.0,0.0,1.93,92.15
2020-03-24 01:00:00,2.32,0.0,-0.0,0.0,1.86,92.15
2020-03-24 02:00:00,1.89,0.0,-0.0,0.0,1.86,95.65
2020-03-24 03:00:00,1.68,0.0,-0.0,0.0,1.93,95.65
2020-03-24 04:00:00,1.45,0.0,-0.0,0.0,1.86,99.4
2020-03-24 05:00:00,1.22,0.0,0.0,0.0,1.72,95.65
2020-03-24 06:00:00,1.54,83.0,59.34,72.0,2.41,95.65
2020-03-24 07:00:00,2.14,138.0,20.77,131.0,1.86,95.7
2020-03-24 08:00:00,2.53,143.0,0.0,143.0,2.55,92.15
2020-03-24 09:00:00,3.76,125.0,0.0,125.0,2.48,88.75
2020-03-24 10:00:00,5.28,223.0,3.17,221.0,2.62,79.35
2020-03-24 11:00:00,6.09,493.0,267.98,318.0,2.76,73.65
2020-03-24 12:00:00,6.84,475.0,264.18,308.0,2.97,65.85
2020-03-24 13:00:00,6.98,420.0,254.44,275.0,2.97,65.85
2020-03-24 14:00:00,6.98,430.0,599.43,148.0,2.83,63.35
2020-03-24 15:00:00,7.12,301.0,593.0,99.0,2.9,58.65
2020-03-24 16:00:00,6.72,150.0,496.55,56.0,2.55,56.45
2020-03-24 17:00:00,6.07,0.0,0.0,0.0,1.66,60.75
2020-03-24 18:00:00,4.94,0.0,-0.0,0.0,0.97,73.45
2020-03-24 19:00:00,5.73,0.0,-0.0,0.0,0.62,58.45
2020-03-24 20:00:00,2.66,0.0,-0.0,0.0,1.59,76.1
2020-03-24 21:00:00,1.95,0.0,-0.0,0.0,1.72,78.95
2020-03-24 22:00:00,1.76,0.0,-0.0,0.0,1.93,78.95
2020-03-24 23:00:00,2.16,0.0,-0.0,0.0,2.0,76.0
2020-03-25 00:00:00,1.92,0.0,-0.0,0.0,2.0,78.95
2020-03-25 01:00:00,2.15,0.0,-0.0,0.0,1.93,76.0
2020-03-25 02:00:00,2.48,0.0,-0.0,0.0,1.86,76.0
2020-03-25 03:00:00,2.96,0.0,-0.0,0.0,2.0,73.2
2020-03-25 04:00:00,3.37,0.0,-0.0,0.0,2.07,76.1
2020-03-25 05:00:00,3.59,0.0,0.0,0.0,2.0,82.2
2020-03-25 06:00:00,3.93,53.0,5.22,52.0,2.0,85.45
2020-03-25 07:00:00,5.54,140.0,23.32,132.0,2.07,82.4
2020-03-25 08:00:00,7.02,296.0,149.98,225.0,3.1,76.65
2020-03-25 09:00:00,7.87,273.0,34.88,253.0,3.24,68.6
2020-03-25 10:00:00,8.66,190.0,0.0,190.0,3.24,68.7
2020-03-25 11:00:00,9.0,187.0,0.0,187.0,3.31,63.8
2020-03-25 12:00:00,8.81,129.0,0.0,129.0,3.1,66.25
2020-03-25 13:00:00,8.52,153.0,0.0,153.0,3.17,71.35
2020-03-25 14:00:00,8.27,136.0,0.0,136.0,3.1,74.05
2020-03-25 15:00:00,8.03,74.0,0.0,74.0,2.69,76.8
2020-03-25 16:00:00,7.7,66.0,15.48,63.0,2.69,79.7
2020-03-25 17:00:00,6.96,1.0,0.0,1.0,2.41,82.6
2020-03-25 18:00:00,6.24,0.0,-0.0,0.0,2.34,88.95
2020-03-25 19:00:00,5.44,0.0,-0.0,0.0,2.34,92.25
2020-03-25 20:00:00,5.13,0.0,-0.0,0.0,2.34,95.75
2020-03-25 21:00:00,4.89,0.0,-0.0,0.0,2.28,95.75
2020-03-25 22:00:00,4.67,0.0,-0.0,0.0,2.14,95.75
2020-03-25 23:00:00,4.56,0.0,-0.0,0.0,2.14,99.4
2020-03-26 00:00:00,4.46,0.0,-0.0,0.0,2.28,99.4
2020-03-26 01:00:00,4.15,0.0,-0.0,0.0,2.28,99.4
2020-03-26 02:00:00,4.11,0.0,-0.0,0.0,2.14,100.0
2020-03-26 03:00:00,4.17,0.0,-0.0,0.0,2.07,99.4
2020-03-26 04:00:00,4.29,0.0,-0.0,0.0,2.14,99.4
2020-03-26 05:00:00,4.44,2.0,0.0,2.0,2.14,99.4
2020-03-26 06:00:00,4.71,52.0,0.0,52.0,2.07,99.4
2020-03-26 07:00:00,5.68,96.0,0.0,96.0,3.1,99.4
2020-03-26 08:00:00,6.37,204.0,18.78,195.0,3.52,95.8
2020-03-26 09:00:00,6.96,310.0,62.17,274.0,3.17,89.0
2020-03-26 10:00:00,8.28,247.0,6.23,243.0,3.52,74.05
2020-03-26 11:00:00,8.85,385.0,87.43,327.0,3.24,71.4
2020-03-26 12:00:00,9.18,429.0,165.1,323.0,3.03,68.8
2020-03-26 13:00:00,9.52,437.0,283.07,273.0,2.69,66.35
2020-03-26 14:00:00,9.96,383.0,373.2,204.0,2.41,61.65
2020-03-26 15:00:00,10.17,312.0,614.95,97.0,1.72,59.35
2020-03-26 16:00:00,9.91,155.0,479.33,60.0,1.17,61.65
2020-03-26 17:00:00,8.89,7.0,0.0,7.0,0.62,79.85
2020-03-26 18:00:00,8.21,0.0,-0.0,0.0,0.97,66.15
2020-03-26 19:00:00,4.22,0.0,-0.0,0.0,2.07,85.5
2020-03-26 20:00:00,2.32,0.0,-0.0,0.0,2.21,88.65
2020-03-26 21:00:00,1.48,0.0,-0.0,0.0,2.28,88.6
2020-03-26 22:00:00,1.24,0.0,-0.0,0.0,2.48,88.6
2020-03-26 23:00:00,1.25,0.0,-0.0,0.0,2.62,88.6
2020-03-27 00:00:00,1.59,0.0,-0.0,0.0,2.9,88.6
2020-03-27 01:00:00,2.07,0.0,-0.0,0.0,3.24,88.65
2020-03-27 02:00:00,2.49,0.0,-0.0,0.0,3.59,85.35
2020-03-27 03:00:00,2.78,0.0,-0.0,0.0,4.0,82.2
2020-03-27 04:00:00,3.0,0.0,-0.0,0.0,4.28,82.2
2020-03-27 05:00:00,3.1,2.0,0.0,2.0,4.48,82.2
2020-03-27 06:00:00,3.89,140.0,304.37,78.0,4.55,82.25
2020-03-27 07:00:00,4.34,321.0,630.89,97.0,4.48,85.5
2020-03-27 08:00:00,6.14,482.0,775.29,106.0,4.97,76.5
2020-03-27 09:00:00,8.03,543.0,591.83,197.0,5.1,66.05
2020-03-27 10:00:00,10.01,662.0,800.36,144.0,4.9,59.35
2020-03-27 11:00:00,11.76,603.0,513.13,260.0,4.34,51.5
2020-03-27 12:00:00,13.25,552.0,423.55,278.0,3.93,46.35
2020-03-27 13:00:00,14.1,596.0,811.56,122.0,3.45,48.15
2020-03-27 14:00:00,14.56,371.0,313.93,219.0,3.1,50.1
2020-03-27 15:00:00,14.5,196.0,96.03,162.0,2.69,53.95
2020-03-27 16:00:00,13.04,62.0,4.94,61.0,2.97,62.3
2020-03-27 17:00:00,11.39,1.0,0.0,1.0,3.59,69.25
2020-03-27 18:00:00,9.93,0.0,-0.0,0.0,2.9,77.1
2020-03-27 19:00:00,9.38,0.0,-0.0,0.0,2.14,79.9
2020-03-27 20:00:00,8.75,0.0,-0.0,0.0,1.72,79.85
2020-03-27 21:00:00,7.77,0.0,-0.0,0.0,1.45,85.85
2020-03-27 22:00:00,6.94,0.0,-0.0,0.0,1.45,92.35
2020-03-27 23:00:00,5.87,0.0,-0.0,0.0,1.59,92.3
2020-03-28 00:00:00,5.26,0.0,-0.0,0.0,1.59,92.25
2020-03-28 01:00:00,4.77,0.0,-0.0,0.0,1.72,92.25
2020-03-28 02:00:00,4.28,0.0,-0.0,0.0,1.79,92.2
2020-03-28 03:00:00,3.58,0.0,-0.0,0.0,1.86,95.7
2020-03-28 04:00:00,2.95,0.0,-0.0,0.0,2.07,92.15
2020-03-28 05:00:00,2.17,14.0,42.2,12.0,2.21,92.15
2020-03-28 06:00:00,3.02,158.0,429.05,68.0,2.0,92.15
2020-03-28 07:00:00,7.09,339.0,709.19,83.0,1.72,85.75
2020-03-28 08:00:00,10.12,467.0,703.06,122.0,2.48,69.0
2020-03-28 09:00:00,11.56,596.0,804.89,121.0,3.86,57.55
2020-03-28 10:00:00,12.61,682.0,868.98,115.0,4.34,53.6
2020-03-28 11:00:00,13.6,686.0,807.72,142.0,4.62,53.85
2020-03-28 12:00:00,14.85,531.0,368.24,291.0,5.79,50.25
2020-03-28 13:00:00,15.34,323.0,71.34,281.0,5.38,46.75
2020-03-28 14:00:00,15.11,116.0,0.0,116.0,3.79,50.25
2020-03-28 15:00:00,14.46,104.0,0.0,104.0,3.72,52.0
2020-03-28 16:00:00,12.79,143.0,318.85,77.0,3.31,60.05
2020-03-28 17:00:00,11.66,10.0,22.46,9.0,3.1,69.25
2020-03-28 18:00:00,10.63,0.0,-0.0,0.0,3.59,69.1
2020-03-28 19:00:00,10.51,0.0,-0.0,0.0,3.45,71.7
2020-03-28 20:00:00,10.08,0.0,-0.0,0.0,3.79,69.0
2020-03-28 21:00:00,9.89,0.0,-0.0,0.0,4.21,66.45
2020-03-28 22:00:00,9.58,0.0,-0.0,0.0,3.93,74.2
2020-03-28 23:00:00,9.37,0.0,-0.0,0.0,3.59,74.2
2020-03-29 00:00:00,8.83,0.0,-0.0,0.0,3.38,79.85
2020-03-29 01:00:00,8.48,0.0,-0.0,0.0,3.17,82.75
2020-03-29 02:00:00,7.99,0.0,-0.0,0.0,2.97,82.7
2020-03-29 03:00:00,7.46,0.0,-0.0,0.0,2.76,85.8
2020-03-29 04:00:00,7.49,0.0,-0.0,0.0,3.31,82.65
2020-03-29 05:00:00,7.93,14.0,18.68,13.0,4.48,76.8
2020-03-29 06:00:00,7.8,176.0,537.51,60.0,5.59,73.95
2020-03-29 07:00:00,7.57,294.0,422.5,139.0,5.38,76.7
2020-03-29 08:00:00,8.18,484.0,747.36,113.0,6.28,68.7
2020-03-29 09:00:00,8.99,353.0,102.41,292.0,5.86,66.25
2020-03-29 10:00:00,9.78,677.0,830.13,131.0,5.79,64.0
2020-03-29 11:00:00,10.23,639.0,613.11,223.0,5.59,64.1
2020-03-29 12:00:00,10.51,530.0,353.37,298.0,5.45,64.1
2020-03-29 13:00:00,10.55,352.0,102.81,291.0,5.24,64.1
2020-03-29 14:00:00,10.62,467.0,681.33,131.0,5.1,64.1
2020-03-29 15:00:00,10.53,337.0,688.94,87.0,4.97,61.75
2020-03-29 16:00:00,10.26,161.0,435.28,69.0,4.55,59.5
2020-03-29 17:00:00,9.51,16.0,61.31,13.0,3.93,59.25
2020-03-29 18:00:00,8.54,0.0,-0.0,0.0,3.38,63.7
2020-03-29 19:00:00,7.91,0.0,-0.0,0.0,3.24,54.55
2020-03-29 20:00:00,7.32,0.0,-0.0,0.0,3.52,56.55
2020-03-29 21:00:00,6.78,0.0,-0.0,0.0,3.59,65.85
2020-03-29 22:00:00,6.33,0.0,-0.0,0.0,3.38,70.95
2020-03-29 23:00:00,5.82,0.0,-0.0,0.0,2.9,76.5
2020-03-30 00:00:00,5.22,0.0,-0.0,0.0,2.55,79.35
2020-03-30 01:00:00,4.88,0.0,-0.0,0.0,2.34,85.55
2020-03-30 02:00:00,4.57,0.0,-0.0,0.0,2.41,88.8
2020-03-30 03:00:00,4.63,0.0,-0.0,0.0,2.28,88.8
2020-03-30 04:00:00,4.83,0.0,-0.0,0.0,2.48,82.35
2020-03-30 05:00:00,5.02,4.0,0.0,4.0,2.69,82.35
2020-03-30 06:00:00,5.81,37.0,0.0,37.0,2.76,82.5
2020-03-30 07:00:00,7.28,65.0,0.0,65.0,3.17,76.7
2020-03-30 08:00:00,8.06,246.0,47.8,222.0,3.45,82.7
2020-03-30 09:00:00,9.62,374.0,131.44,295.0,3.52,79.9
2020-03-30 10:00:00,11.58,351.0,58.83,312.0,4.34,71.85
2020-03-30 11:00:00,12.43,385.0,79.01,331.0,4.83,64.55
2020-03-30 12:00:00,12.42,319.0,34.78,296.0,4.48,66.95
2020-03-30 13:00:00,12.6,201.0,1.67,200.0,4.69,66.95
2020-03-30 14:00:00,12.26,76.0,0.0,76.0,4.76,64.55
2020-03-30 15:00:00,11.57,144.0,16.34,138.0,3.45,71.85
2020-03-30 16:00:00,11.15,77.0,18.54,73.0,3.38,74.45
2020-03-30 17:00:00,10.34,12.0,18.75,11.0,2.9,77.15
2020-03-30 18:00:00,9.65,0.0,-0.0,0.0,2.55,79.9
2020-03-30 19:00:00,8.07,0.0,-0.0,0.0,2.28,89.05
2020-03-30 20:00:00,7.19,0.0,-0.0,0.0,2.34,89.0
2020-03-30 21:00:00,6.55,0.0,-0.0,0.0,2.34,92.3
2020-03-30 22:00:00,5.96,0.0,-0.0,0.0,2.34,92.3
2020-03-30 23:00:00,5.51,0.0,-0.0,0.0,2.28,92.25
